,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.8388889,317.24646,5200.0,1,both,13,2,BNCI2015-001,EEGNetv4_EA
1,0.96944445,256.48978,5200.0,2,both,13,2,BNCI2015-001,EEGNetv4_EA
2,0.62222224,267.54285,5200.0,3,both,13,2,BNCI2015-001,EEGNetv4_EA
3,0.925,262.42667,5200.0,4,both,13,2,BNCI2015-001,EEGNetv4_EA
4,0.86388886,342.96844,5200.0,5,both,13,2,BNCI2015-001,EEGNetv4_EA
5,0.69166666,286.31293,5200.0,6,both,13,2,BNCI2015-001,EEGNetv4_EA
6,0.69166666,335.16272,5200.0,7,both,13,2,BNCI2015-001,EEGNetv4_EA
7,0.5375,229.60507,5000.0,8,both,13,2,BNCI2015-001,EEGNetv4_EA
8,0.8,225.964,5000.0,9,both,13,2,BNCI2015-001,EEGNetv4_EA
9,0.66071427,297.16254,5000.0,10,both,13,2,BNCI2015-001,EEGNetv4_EA
10,0.5232143,470.70813,5000.0,11,both,13,2,BNCI2015-001,EEGNetv4_EA
11,0.54444444,299.06052,5200.0,12,both,13,2,BNCI2015-001,EEGNetv4_EA
