,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.76666665,139.9085,2304.0,1,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
1,0.5875,251.1842,2304.0,2,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
2,0.8833333,180.47708,2304.0,3,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
3,0.60833335,184.97845,2304.0,4,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
4,0.53333336,172.15198,2304.0,5,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
5,0.675,180.68613,2304.0,6,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
6,0.5416667,157.6603,2304.0,7,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
7,0.8875,137.75899,2304.0,8,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
8,0.7416667,157.05331,2304.0,9,both,22,2,BNCI2014-001,EEGNetv4_Without_EA
