,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.9111111,580.6818,5200.0,1,both,13,2,BNCI2015-001,EEGNetv4_EA
1,0.9722222,706.39746,5200.0,2,both,13,2,BNCI2015-001,EEGNetv4_EA
2,0.5694444,879.6805,5200.0,3,both,13,2,BNCI2015-001,EEGNetv4_EA
3,0.9361111,621.22034,5200.0,4,both,13,2,BNCI2015-001,EEGNetv4_EA
4,0.825,1101.1227,5200.0,5,both,13,2,BNCI2015-001,EEGNetv4_EA
5,0.69722223,557.0539,5200.0,6,both,13,2,BNCI2015-001,EEGNetv4_EA
6,0.7,385.43234,5200.0,7,both,13,2,BNCI2015-001,EEGNetv4_EA
7,0.54821426,486.7621,5000.0,8,both,13,2,BNCI2015-001,EEGNetv4_EA
8,0.8017857,443.6359,5000.0,9,both,13,2,BNCI2015-001,EEGNetv4_EA
9,0.6875,273.93698,5000.0,10,both,13,2,BNCI2015-001,EEGNetv4_EA
10,0.55,420.0741,5000.0,11,both,13,2,BNCI2015-001,EEGNetv4_EA
11,0.58055556,547.3132,5200.0,12,both,13,2,BNCI2015-001,EEGNetv4_EA
